41.15813364,29.14454601
40.96738118,28.92900255
41.04717109,28.97902068
41.07518644,29.15781386
41.09016642,28.72978431
41.00995149,29.08627748
41.1740259,28.86605482
41.19244604,28.90700866
41.2382055,28.89444227
41.2131873,28.82544851
41.19293942,28.86755251
41.05947623,28.7608095
40.99373661,28.93027492
41.04242415,28.85370113
41.1800627,29.00798379
41.14767911,28.82562398
40.94316818,28.95643897
40.99995612,28.80138751
41.26190112,28.97405563
41.21009407,28.87318111
41.18815781,28.75480062
41.27896152,28.94482372
41.02748919,29.03858812
41.07459579,28.7611581
41.05770369,28.91125722
41.14016762,28.72430952
41.14737286,28.73978125
41.24306435,29.02659868
41.01065914,28.82633073
41.17067975,29.1596279
41.07156083,29.05324243
41.25466893,29.0182579
41.07944211,28.89152336
41.10839822,29.18189297
41.1223595,28.87704974
41.19392117,28.78866984
41.271875,28.89921878
41.13519087,28.87043715
40.98547416,28.96442544
41.23393981,28.80390039
41.27872461,28.95768237
41.18759217,28.9431898
41.28261859,28.88169375
41.07658188,29.06049868
41.15002601,28.9488175
41.17077827,28.87705142
40.97307003,29.03259547
41.01805735,29.05097969
41.22469921,28.99687918
41.2190502,29.10198525
41.12207005,29.12788453
41.18596879,28.8473579
41.11526988,28.75780455
41.04785401,28.90490483
41.06622007,29.14138915
40.96592264,29.05603404
41.10748865,28.78094635
41.16784418,28.76998501
40.94230038,29.01239164
41.18834171,28.76351454
