37.000000,35.321333
37.764751,38.278561
38.750714,30.556692
39.626922,43.021596
40.649910,35.835320
39.920770,32.854110
36.884140,30.705630
41.182770,41.818292
37.856041,27.841631
39.648369,27.882610
40.056656,30.066524
39.062635,40.769610
38.393799,42.123180
40.575977,31.578809
37.461267,30.066524
40.266864,29.063448
40.155312,26.414160
40.601343,33.613421
40.550556,34.955556
37.776520,29.086390
37.914410,40.230629
41.681808,26.562269
38.680969,39.226398
39.750000,39.500000
39.900000,41.270000
39.776667,30.520556
37.066220,37.383320
40.912811,38.389530
40.438588,39.508556
37.583333,43.733333
36.401849,36.349810
37.764771,30.556561
36.800000,34.633333
41.005270,28.976960
38.418850,27.128720
40.616667,43.100000
41.388710,33.782730
38.731220,35.478729
41.733333,27.216667
39.142490,34.170910
40.853270,29.881520
37.866667,32.483333
39.416667,29.983333
38.355190,38.309460
38.619099,27.428921
37.585831,36.937149
37.321163,40.724477
37.215278,28.363611
38.946189,41.753893
38.693940,34.685651
37.966667,34.683333
40.983879,37.876411
41.020050,40.523449
40.693997,30.435763
41.292782,36.331280
37.933333,41.950000
42.023140,35.153069
39.747662,37.017879
40.983333,27.516667
40.316667,36.550000
41.001450,39.717800
39.307355,39.438778
37.159149,38.796909
38.682301,29.408190
38.489140,43.408890
39.818081,34.814690
41.456409,31.798731
38.368690,34.036980
40.255169,40.224880
37.175930,33.228748
39.846821,33.515251
37.881168,41.135090
37.418748,42.491834
41.581051,32.460979
41.110481,42.702171
39.887984,44.004836
40.650000,29.266667
41.206100,32.620350
36.718399,37.121220
37.213026,36.176261
40.843849,31.156540
